city,state,latitude,longitude,source_name,population
Sault Sainte Marie,MI,46.4953,-84.34532,Sault Ste. Marie,13827
Sawyer,MI,41.88532,-86.58947,Sawyer,0
Scottville,MI,43.95473,-86.28008,Scottville,1213
Smiths Creek,MI,42.91392,-82.60381,Smiths Creek,0
Stephenson,MI,45.41525,-87.60762,Stephenson,867
Taylor,MI,42.24087,-83.26965,Taylor,61568
Tekonsha,MI,42.09338,-84.98581,Tekonsha,704
Three Rivers,MI,41.94394,-85.63249,Three Rivers,7752
Traverse City,MI,44.76306,-85.62063,Traverse City,15218
Trenton,MI,42.13949,-83.17826,Trenton,18380
Wakefield,MI,46.47523,-89.93989,Wakefield,1725
Warren,MI,42.49044,-83.01304,Warren,134056
Wayland,MI,42.67392,-85.64474,Wayland,4166
Wellston,MI,44.21695,-85.95785,Wellston,311
West Branch,MI,44.27641,-84.23861,West Branch,2067
White Pigeon,MI,41.79811,-85.64332,White Pigeon,1514
Whitmore Lake,MI,42.4397,-83.7453,Whitmore Lake,6423
Wixom,MI,42.52476,-83.53633,Wixom,13746
Wyoming,MI,42.91336,-85.70531,Wyoming,75275
Adrian,MN,43.63497,-95.9328,Adrian,1220
Albert Lea,MN,43.64801,-93.36827,Albert Lea,17674
Alden,MN,43.67023,-93.57605,Alden,646
Alexandria,MN,45.88524,-95.37754,Alexandria,11843
Andover,MN,45.2333,-93.29134,Andover,32213
Anoka,MN,45.19774,-93.38718,Anoka,17350
Appleton,MN,45.19691,-96.01977,Appleton,1341
Austin,MN,43.66663,-92.97464,Austin,24563
Belle Plaine,MN,44.62274,-93.76857,Belle Plaine,6918
Bemidji,MN,47.47356,-94.88028,Bemidji,14594
Blue Earth,MN,43.63746,-94.10218,Blue Earth,3236
Brainerd,MN,46.35802,-94.20083,Brainerd,13371
Buffalo,MN,45.17191,-93.87469,Buffalo,16026
Byron,MN,44.03274,-92.64546,Byron,5328
Caledonia,MN,43.63469,-91.49681,Caledonia,2787
Cambridge,MN,45.57274,-93.22439,Cambridge,8451
Carlton,MN,46.66383,-92.42491,Carlton,1048
Chatfield,MN,43.84552,-92.18905,Chatfield,2799
Chisago City,MN,45.37358,-92.88994,Chisago City,4932
Circle Pines,MN,45.14858,-93.15161,Circle Pines,4958
Clara City,MN,44.95496,-95.3664,Clara City,1320
Clearwater,MN,45.41941,-94.04887,Clearwater,1783
Cloquet,MN,46.72161,-92.45936,Cloquet,12075
Cohasset,MN,47.26356,-93.62022,Cohasset,2745
Cokato,MN,45.0758,-94.18998,Cokato,2727
Dakota,MN,43.91358,-91.35986,Dakota,317
Delano,MN,45.04191,-93.78913,Delano,5875
Detroit Lakes,MN,46.81718,-95.84533,Detroit Lakes,9002
Duluth,MN,46.78327,-92.10658,Duluth,86110
DUNDAS,MN,44.42941,-93.20188,Dundas,1481
Elk River,MN,45.30385,-93.56718,Elk River,23963
Ellendale,MN,43.87274,-93.30132,Ellendale,691
Erskine,MN,47.66746,-96.01004,Erskine,487
Eyota,MN,43.9883,-92.2285,Eyota,2032
Fairmont,MN,43.65218,-94.46108,Fairmont,10221
Faribault,MN,44.29496,-93.26883,Faribault,23650
Fergus Falls,MN,46.28302,-96.07756,Fergus Falls,13281
Forest Lake,MN,45.27886,-92.98522,Forest Lake,19618
Gaylord,MN,44.55302,-94.22053,Gaylord,2245
Glencoe,MN,44.76913,-94.15164,Glencoe,5521
Glyndon,MN,46.87524,-96.57896,Glyndon,1380
Hastings,MN,44.7433,-92.85243,Hastings,22554
Heron Lake,MN,43.79496,-95.32028,Heron Lake,676
Hinckley,MN,46.01134,-92.94437,Hinckley,1806
Hugo,MN,45.15997,-92.99327,Hugo,14388
Hutchinson,MN,44.88774,-94.36971,Hutchinson,13913
International Falls,MN,48.60105,-93.41098,International Falls,6158
Inver Grove Heights,MN,44.84802,-93.04272,Inver Grove Heights,34857
Isanti,MN,45.49024,-93.24773,Isanti,5464
Ivanhoe,MN,44.4633,-96.24726,Ivanhoe,550
Jackson,MN,43.62079,-94.9886,Jackson,3234
Janesville,MN,44.11608,-93.708,Janesville,2254
Kasson,MN,44.02996,-92.75074,Kasson,6123
Kimball,MN,45.31246,-94.30027,Kimball,774
Lake City,MN,44.44968,-92.2682,Lake City,5027
Lake Park,MN,46.88635,-96.0945,Lake Park,779
Lakeville,MN,44.64969,-93.24272,Lakeville,60633
Little Falls,MN,45.97635,-94.3625,Little Falls,8649
Luverne,MN,43.65414,-96.21281,Luverne,4677
Mankato,MN,44.15906,-94.00915,Mankato,41044
Melrose,MN,45.67469,-94.80752,Melrose,3616
Milaca,MN,45.7558,-93.65441,Milaca,2883
Minneapolis,MN,44.97997,-93.26384,Minneapolis,410939
Minnesota City,MN,44.09385,-91.7496,Minnesota City,200
Moose Lake,MN,46.45411,-92.76187,Moose Lake,2748
Mora,MN,45.8769,-93.29384,Mora,3462
Motley,MN,46.33663,-94.64612,Motley,646
Mountain Lake,MN,43.93885,-94.92971,Mountain Lake,2117
New Prague,MN,44.5433,-93.57607,New Prague,7582
New Ulm,MN,44.31246,-94.46053,New Ulm,13327
New York Mills,MN,46.51802,-95.37615,New York Mills,1225
North Branch,MN,45.51135,-92.98022,North Branch,10215
Northfield,MN,44.4583,-93.1616,Northfield,20380
Norwood Young America,MN,44.77357,-93.92163,Norwood Young America,3677
Ogilvie,MN,45.83218,-93.42634,Ogilvie,352
Oronoco,MN,44.16608,-92.53491,Oronoco,1446
Ortonville,MN,45.30469,-96.44478,Ortonville,1815
Owatonna,MN,44.08385,-93.22604,Owatonna,25725
Park Rapids,MN,46.92218,-95.05863,Park Rapids,3947
Paynesville,MN,45.38052,-94.71195,Paynesville,2433
Perham,MN,46.5944,-95.57254,Perham,3278
Pillager,MN,46.32997,-94.47417,Pillager,453
Pine City,MN,45.82607,-92.96854,Pine City,3078
Pipestone,MN,44.00053,-96.31753,Pipestone,4141
Plainview,MN,44.16497,-92.17156,Plainview,3237
Princeton,MN,45.56997,-93.58163,Princeton,4680
Randall,MN,46.09108,-94.50362,Randall,624
Red Wing,MN,44.56247,-92.5338,Red Wing,16445
Redwood Falls,MN,44.5394,-95.11694,Redwood Falls,5061
Rochester,MN,44.02163,-92.4699,Rochester,112225
Rogers,MN,45.18885,-93.55301,Rogers,12562
Roseau,MN,48.84609,-95.76277,Roseau,2715
Rothsay,MN,46.47496,-96.28062,Rothsay,485
Rush City,MN,45.68551,-92.96549,Rush City,3072
Rushford,MN,43.8083,-91.75293,Rushford,1712
Saint Charles,MN,43.96941,-92.06433,Saint Charles,3735
Saint Cloud,MN,45.5608,-94.16249,Saint Cloud,65842
Saint James,MN,43.98246,-94.62692,Saint James,4605
Saint Joseph,MN,45.56496,-94.31833,Saint Joseph,6534
Saint Michael,MN,45.20996,-93.66496,Saint Michael,16399
Saint Paul,MN,44.94441,-93.09327,Saint Paul,303176
Saint Peter,MN,44.32358,-93.95801,Saint Peter,11196
Sauk Centre,MN,45.73747,-94.95252,Sauk Centre,4357
Sauk Rapids,MN,45.59191,-94.1661,Sauk Rapids,13424
Savage,MN,44.77913,-93.33634,Savage,30391
Shakopee,MN,44.79802,-93.5269,Shakopee,39981
Sherburn,MN,43.65218,-94.72692,Sherburn,1089
Slayton,MN,43.98774,-95.75585,Slayton,2053
Sleepy Eye,MN,44.29718,-94.72415,Sleepy Eye,3443
South Saint Paul,MN,44.89274,-93.03494,South Saint Paul,20160
Stacy,MN,45.39802,-92.98744,Stacy,1470
Stewart,MN,44.72468,-94.48582,Stewart,550
Stewartville,MN,43.85552,-92.48851,Stewartville,6037
Stillwater,MN,45.05636,-92.80604,Stillwater,18924
Thief River Falls,MN,48.11914,-96.18115,Thief River Falls,8752
Truman,MN,43.82773,-94.43719,Truman,1069
Two Harbors,MN,47.02271,-91.67073,Two Harbors,3578
Waconia,MN,44.8508,-93.78691,Waconia,11968
Waite Park,MN,45.55719,-94.22416,Waite Park,7517
Wanamingo,MN,44.30441,-92.79047,Wanamingo,1081
Willmar,MN,45.12191,-95.04334,Willmar,19638
Windom,MN,43.86635,-95.11694,Windom,4550
Worthington,MN,43.61996,-95.5964,Worthington,13090
Zumbrota,MN,44.29413,-92.66908,Zumbrota,3365
Alexandria,MO,40.35949,-91.45543,Alexandria,153
Aurora,MO,36.97089,-93.71798,Aurora,7477
Barnhart,MO,38.34422,-90.39345,Barnhart,5682
Bates City,MO,39.00612,-94.07245,Bates City,220
Bethany,MO,40.26833,-94.02829,Bethany,3149
Bevier,MO,39.74698,-92.56408,Bevier,703
Bloomsdale,MO,38.0095,-90.2179,Bloomsdale,529
Bois D Arc,MO,37.25644,-93.5077,Bois D'Arc,0
Bolivar,MO,37.61448,-93.41047,Bolivar,10714
Boonville,MO,38.97364,-92.74324,Boonville,8403
Bowling Green,MO,39.34199,-91.19514,Bowling Green,5388
Bridgeton,MO,38.767,-90.41151,Bridgeton,11786
Brookfield,MO,39.78447,-93.07353,Brookfield,4358
Cabool,MO,37.12394,-92.10127,Cabool,2130
California,MO,38.62753,-92.56658,California,4396
Cameron,MO,39.74028,-94.24106,Cameron,9836
Canton,MO,40.1295,-91.51852,Canton,2377
Cardwell,MO,36.04701,-90.29288,Cardwell,687
Carthage,MO,37.17645,-94.31022,Carthage,14319
Center,MO,39.5081,-91.52877,Center,506
Charleston,MO,36.92089,-89.35063,Charleston,5815
Chillicothe,MO,39.79529,-93.55244,Chillicothe,9487
Clinton,MO,38.36863,-93.77827,Clinton,8899
Collins,MO,37.89115,-93.62298,Collins,155
Columbia,MO,38.95171,-92.33407,Columbia,129330
Concordia,MO,38.98335,-93.56855,Concordia,2390
Cuba,MO,38.06282,-91.40348,Cuba,3374
Dearborn,MO,39.52194,-94.76996,Dearborn,506
Deerfield,MO,37.83865,-94.50607,Deerfield,80
Dexter,MO,36.79589,-89.95787,Dexter,7992
Eagleville,MO,40.46917,-93.98717,Eagleville,305
Eldon,MO,38.34836,-92.58158,Eldon,4632
Ellsinore,MO,36.93422,-90.74679,Ellsinore,449
Eolia,MO,39.23588,-91.00819,Eolia,512
Fair Grove,MO,37.38393,-93.1513,Fair Grove,1459
Faucett,MO,39.6,-94.79746,Faucett,0
Fenton,MO,38.51311,-90.43595,Fenton,4052
Forest City,MO,39.9825,-95.19192,Forest City,253
Foristell,MO,38.81505,-90.95597,Foristell,520
Fredericktown,MO,37.55978,-90.29401,Fredericktown,4076
Fulton,MO,38.84671,-91.94796,Fulton,12939
Gallatin,MO,39.91445,-93.96217,Gallatin,1744
Glasgow,MO,39.22725,-92.84658,Glasgow,1103
Grain Valley,MO,39.01501,-94.19856,Grain Valley,13379
Grandview,MO,38.88584,-94.53301,Grandview,25256
Hamilton,MO,39.74362,-93.99827,Hamilton,1711
Hannibal,MO,39.70838,-91.35848,Hannibal,17839
Harrisonville,MO,38.65334,-94.34884,Harrisonville,9986
Hayti,MO,36.23368,-89.74953,Hayti,2787
Hazelwood,MO,38.77144,-90.37095,Hazelwood,25661
Herculaneum,MO,38.26839,-90.38012,Herculaneum,3935
Higginsville,MO,39.07251,-93.71716,Higginsville,4662
Holt,MO,39.45278,-94.34217,Holt,471
Jackson,MO,37.38227,-89.66621,Jackson,14869
Jamestown,MO,36.80534,-93.46658,Galena,409
Jasper,MO,37.33616,-94.30134,Jasper,928
Jefferson City,MO,38.5767,-92.17352,Jefferson City,42595
Jonesburg,MO,38.85338,-91.30599,Jonesburg,729
Joplin,MO,37.08423,-94.51328,Joplin,51818
Kansas City,MO,39.09973,-94.57857,Kansas City,475378
Kearney,MO,39.36778,-94.36217,Kearney,9423
King City,MO,40.05138,-94.52412,King City,1006
Kingdom City,MO,38.95282,-91.93907,Kingdom City,130
Koshkonong,MO,36.59589,-91.6457,Koshkonong,213
La Plata,MO,40.02337,-92.49158,La Plata,1336
Laddonia,MO,39.24254,-91.64544,Laddonia,510
Lamar,MO,37.49505,-94.27661,Lamar,4361
Lancaster,MO,37.69893,-93.79604,Stockton,1859
Lathrop,MO,39.54834,-94.32995,Lathrop,2049
Lebanon,MO,37.6806,-92.66379,Lebanon,14688
Liberty,MO,39.24611,-94.41912,Liberty,30450
Louisiana,MO,39.44894,-91.05153,Louisiana,3296
Lowry City,MO,38.14003,-93.72688,Lowry City,624
Macon,MO,39.74226,-92.47269,Macon,5436
Malta Bend,MO,39.19335,-93.36299,Malta Bend,251
Mansfield,MO,37.10672,-92.58072,Mansfield,1261
Marston,MO,36.51895,-89.61258,Marston,477
Maryville,MO,40.3461,-94.87247,Maryville,11879
Matthews,MO,36.75922,-89.58675,Matthews,628
Mexico,MO,39.16976,-91.88295,Mexico,11660
Milan,MO,40.20224,-93.12521,Milan,1852
Mineral Point,MO,37.94477,-90.7243,Mineral Point,347
Moberly,MO,39.41837,-92.43824,Moberly,13919
Monett,MO,36.92895,-93.92771,Monett,8988
Mound City,MO,38.62727,-90.19789,St. Louis,279695
Mount Vernon,MO,37.10367,-93.81854,Mount Vernon,4537
Mountain View,MO,36.99533,-91.70376,Mountain View,2673
Neelyville,MO,36.56172,-90.50622,Neelyville,471
Nelson,MO,39.16672,-90.78096,Elsberry,1986
Neosho,MO,36.86896,-94.368,Neosho,12156
Nevada,MO,37.83921,-94.35467,Nevada,8253
New Florence,MO,38.91032,-91.44822,New Florence,728
New London,MO,39.58532,-91.40098,New London,969
New Madrid,MO,36.58645,-89.52785,New Madrid,3011
Newburg,MO,37.91421,-91.90266,Newburg,452
Norwood,MO,37.10839,-92.41489,Norwood,641
Oak Grove,MO,39.00501,-94.12939,Oak Grove,7937
Owensville,MO,38.55811,-91.01209,Washington,14050
Ozark,MO,37.02089,-93.20602,Ozark,19120
Pacific,MO,38.482,-90.74152,Pacific,7161
Palmyra,MO,39.79421,-91.52321,Palmyra,3616
Park Hills,MO,37.85422,-90.51818,Park Hills,8692
Peculiar,MO,38.71918,-94.45856,Peculiar,4885
Perryville,MO,37.72422,-89.86122,Perryville,8398
Pevely,MO,38.28339,-90.39512,Pevely,5652
Platte City,MO,39.37028,-94.78246,Platte City,4833
Poplar Bluff,MO,36.757,-90.39289,Poplar Bluff,17266
Purdy,MO,36.81729,-93.92076,Purdy,1103
Queen City,MO,40.4092,-92.56769,Queen City,593
Qulin,MO,36.59589,-90.24732,Qulin,453
Republic,MO,37.12005,-93.48019,Republic,16005
Rich Hill,MO,38.09642,-94.36106,Rich Hill,1336
Richland,MO,37.85698,-92.40434,Richland,1826
Ridgedale,MO,36.50395,-93.22379,Ridgedale,0
Rock Port,MO,40.41111,-95.51693,Rock Port,1232
Rogersville,MO,37.117,-93.05573,Rogersville,3374
Rolla,MO,37.95143,-91.77127,Rolla,20019
Saint Charles,MO,38.78394,-90.48123,Saint Charles,65794
Saint James,MO,37.99726,-91.61432,Saint James,4216
Saint Joseph,MO,39.76861,-94.84663,Saint Joseph,76780
Saint Louis,MO,38.62727,-90.19789,St. Louis,279695
Saint Peters,MO,38.80033,-90.62651,Saint Peters,52575
Saint Robert,MO,37.8281,-92.17767,Saint Robert,4340
Sainte Genevieve,MO,37.98144,-90.04178,Sainte Genevieve,4410
Salem,MO,37.6456,-91.53598,Salem,4992
Sarcoxie,MO,37.06923,-94.1166,Sarcoxie,1301
Savannah,MO,39.94166,-94.83025,Savannah,5108
Scott City,MO,37.21672,-89.52453,Scott City,4526
Sedalia,MO,38.70446,-93.22826,Sedalia,21516
Seymour,MO,37.14644,-92.76878,Seymour,1967
Shelbina,MO,39.69393,-92.04295,Shelbina,1639
Sikeston,MO,36.87672,-89.58786,Sikeston,16436
Slater,MO,39.21808,-93.06909,Slater,1832
Springfield,MO,37.21533,-93.29824,Springfield,170188
Steele,MO,36.08396,-89.82925,Steele,2103
Strafford,MO,37.26838,-93.11713,Strafford,2361
Sullivan,MO,38.2081,-91.16042,Sullivan,7135
Tarkio,MO,40.44028,-95.37776,Tarkio,1477
Taylor,MO,39.9381,-91.52377,Taylor,0
Trenton,MO,40.0789,-93.61661,Trenton,5896
Unionville,MO,40.47696,-93.00326,Unionville,1815
Villa Ridge,MO,38.47255,-90.8868,Villa Ridge,2636
Warrensburg,MO,38.76279,-93.73605,Warrensburg,19927
Warrenton,MO,38.81144,-91.14154,Warrenton,8106
Wayland,MO,40.39449,-91.58321,Wayland,501
Waynesville,MO,37.82865,-92.20072,Waynesville,5374
West Plains,MO,36.72812,-91.85237,West Plains,12285
Willow Springs,MO,36.99228,-91.96987,Willow Springs,2150
Windsor,MO,38.53224,-93.52215,Windsor,2808
Winston,MO,39.87,-94.13995,Winston,255
Batesville,MS,34.3115,-89.94426,Batesville,7385
Beaumont,MS,31.16935,-88.92004,Beaumont,942
Belden,MS,34.31038,-88.78839,Belden,0
Biloxi,MS,30.39603,-88.88531,Biloxi,45637
Brookhaven,MS,31.57906,-90.44065,Brookhaven,12414
Buckatunna,MS,31.53905,-88.52892,Buckatunna,516
Byhalia,MS,34.87232,-89.69064,Byhalia,1255
Byram,MS,32.17932,-90.24537,Byram,11509
Canton,MS,32.61264,-90.03675,Canton,13676
Carthage,MS,32.73264,-89.53618,Carthage,4899
Cleveland,MS,33.744,-90.72482,Cleveland,12327
Coldwater,MS,32.71486,-89.21423,Coldwater,1608
Collins,MS,31.64544,-89.55535,Collins,2570
Columbia,MS,31.25184,-89.83758,Columbia,6229
Columbus,MS,33.49567,-88.42726,Columbus,23168
Como,MS,34.51066,-89.93981,Como,1245
Corinth,MS,34.93425,-88.52227,Corinth,14866
Ecru,MS,34.35316,-89.02312,Ecru,966
Ellisville,MS,31.60405,-89.19561,Ellisville,4573
Florence,MS,32.15348,-90.1312,Florence,4363
Flowood,MS,32.30959,-90.13898,Flowood,8705
Forest,MS,32.36459,-89.47423,Forest,5695
Greenville,MS,33.40898,-91.05978,Greenville,32156
Greenwood,MS,33.51623,-90.17953,Greenwood,15431
Grenada,MS,33.769,-89.80842,Grenada,12900
Gulfport,MS,30.36742,-89.09282,Gulfport,71856
Guntown,MS,34.44316,-88.65978,Guntown,2608
Hattiesburg,MS,31.32712,-89.29034,Hattiesburg,46805
Heidelberg,MS,31.88682,-88.98394,Heidelberg,684
Holly Springs,MS,31.31573,-89.97786,Holly Springs,7901
Houston,MS,33.89845,-88.99923,Houston,3544
Indianola,MS,33.45095,-90.65509,Indianola,9943
Jackson,MS,32.29876,-90.18481,Jackson,153701
Kosciusko,MS,33.058,-89.58956,Kosciusko,7187
Lake,MS,32.3432,-89.32868,Lake,324
Lauderdale,MS,32.52069,-88.5117,Lauderdale,442
Laurel,MS,31.69405,-89.13061,Laurel,18837
Lawrence,MS,32.32514,-89.23284,Lawrence,0
Leland,MS,33.40539,-90.8976,Leland,4188
Louisville,MS,33.12374,-89.05506,Louisville,6314
Lucedale,MS,30.92519,-88.59002,Lucedale,3011
Lyon,MS,34.21789,-90.54204,Lyon,330
Madison,MS,32.46181,-90.11536,Madison,25799
Magee,MS,31.87377,-89.73369,Magee,4368
Mathiston,MS,33.54012,-89.12423,Mathiston,676
Mccomb,MS,31.24379,-90.45315,McComb,12661
Meridian,MS,32.36431,-88.70366,Meridian,39661
Morton,MS,32.35376,-89.65452,Morton,3439
Moss Point,MS,30.41159,-88.53446,Moss Point,13654
Mount Pleasant,MS,31.69655,-89.6973,Mount Pleasant,0
Natchez,MS,31.56017,-91.40329,Natchez,15128
New Albany,MS,34.49427,-89.00784,New Albany,8830
New Augusta,MS,31.20263,-89.03668,New Augusta,641
Newton,MS,32.32126,-89.16339,Newton,3356
Oakland,MS,34.05567,-89.91648,Oakland,514
Ocean Springs,MS,30.41131,-88.82781,Ocean Springs,17636
Okolona,MS,34.00178,-88.75533,Okolona,2638
Olive Branch,MS,34.96176,-89.82953,Olive Branch,36010
Oxford,MS,34.3665,-89.51925,Oxford,22314
Pearl,MS,32.27459,-90.13203,Pearl,26462
Pelahatchie,MS,32.31292,-89.79841,Pelahatchie,1356
Picayune,MS,30.52556,-89.67788,Picayune,10675
Pickens,MS,32.88374,-89.97147,Pickens,1075
Poplarville,MS,30.84019,-89.53423,Poplarville,2985
Purvis,MS,31.14324,-89.40979,Purvis,2335
Red Banks,MS,34.82815,-89.56453,Red Banks,0
Richland,MS,32.23904,-90.15842,Richland,7087
Saltillo,MS,34.37649,-88.68172,Saltillo,5004
Sandersville,MS,31.7867,-89.03453,Sandersville,721
Scooba,MS,32.82819,-88.47643,Scooba,702
Senatobia,MS,34.6176,-89.9687,Senatobia,7963
Shannon,MS,34.11622,-88.71172,Shannon,1771
Shelby,MS,33.95094,-90.76788,Shelby,2123
Sherman,MS,34.35927,-88.84117,Sherman,677
Terry,MS,32.09626,-90.29426,Terry,1103
Tillatoba,MS,33.98484,-89.89676,Tillatoba,91
Tishomingo,MS,34.63676,-88.23171,Tishomingo,338
Toomsuba,MS,32.41847,-88.50698,Toomsuba,773
Tunica,MS,34.68455,-90.38288,Tunica,981
Tupelo,MS,34.25807,-88.70464,Tupelo,35680
Vicksburg,MS,32.35265,-90.87788,Vicksburg,23131
Walnut,MS,34.9462,-88.89978,Walnut,764
Water Valley,MS,34.1515,-89.63147,Water Valley,3380
West Point,MS,33.60762,-88.65033,West Point,10990
Wiggins,MS,30.85824,-89.13533,Wiggins,4550
Winona,MS,33.48207,-89.72814,Winona,4439
Belgrade,MT,45.77604,-111.1769,Belgrade,8029
Big Timber,MT,45.83494,-109.95546,Big Timber,1648
Billings,MT,45.78329,-108.50069,Billings,117116
Boulder,MT,46.23659,-112.12083,Boulder,1207
Butte,MT,46.00382,-112.53474,Butte,34190
Chinook,MT,48.59,-109.23128,Chinook,1228
Columbia Falls,MT,48.37246,-114.18152,Columbia Falls,5093
Columbus,MT,48.37246,-114.18152,Columbia Falls,5093
Conrad,MT,48.17025,-111.94613,Conrad,2593
Deer Lodge,MT,46.39576,-112.73004,Deer Lodge,2965
Dillon,MT,45.21631,-112.63752,Dillon,4210
Glendive,MT,47.10529,-104.71246,Glendive,5490
Great Falls,MT,47.50024,-111.30081,Great Falls,59638
Hardin,MT,45.73248,-107.61203,Hardin,3800
Helena,MT,46.59271,-112.03611,Helena,32091
Laurel,MT,45.66912,-108.77153,Laurel,6943
Lewistown,MT,47.06247,-109.42824,Lewistown,5874
Livingston,MT,45.66244,-110.56104,Livingston,7302
Lolo,MT,46.75881,-114.08094,Lolo,3892
Miles City,MT,46.40834,-105.84056,Miles City,8796
Milltown,MT,46.87131,-113.88177,Milltown,0
Missoula,MT,46.87215,-113.994,Missoula,71022
Moore,MT,46.97552,-109.69685,Moore,200
Park City,MT,45.63272,-108.91793,Park City,983
Plentywood,MT,48.77475,-104.56246,Plentywood,1923
Shelby,MT,48.50526,-111.85697,Shelby,3268
Sidney,MT,47.71668,-104.15633,Sidney,6828
Superior,MT,47.19159,-114.8918,Superior,839
Three Forks,MT,45.89243,-111.55219,Three Forks,1926
Whitehall,MT,45.87076,-112.09749,Whitehall,1094
Ahoskie,NC,36.28682,-76.98468,Ahoskie,4910
Apex,NC,35.73265,-78.85029,Apex,45585
Asheboro,NC,35.70791,-79.81364,Asheboro,26103
Belhaven,NC,35.54017,-76.62299,Belhaven,1602
Bethel,NC,35.8071,-77.37886,Bethel,1620
Bladenboro,NC,34.53878,-78.78752,Bladenboro,1726
Burgaw,NC,34.55211,-77.9261,Burgaw,4100
Candler,NC,35.5365,-82.69291,Candler,0
Candor,NC,35.29514,-79.74532,Candor,838
Charlotte,NC,35.22709,-80.84313,Charlotte,911311
Chocowinity,NC,35.51266,-77.10051,Chocowinity,821
Clinton,NC,34.99795,-78.32333,Clinton,8767
Colfax,NC,36.11264,-80.01448,Colfax,0
Columbia,NC,35.73347,-79.65253,Ramseur,1701
Conover,NC,35.70652,-81.21869,Conover,8248
Creedmoor,NC,36.12237,-78.68611,Creedmoor,4425
Delco,NC,34.31572,-78.22472,Delco,348
Denver,NC,35.53125,-81.0298,Denver,2309
Dunn,NC,35.30627,-78.6089,Dunn,9723
Durham,NC,35.99403,-78.89862,Durham,257636
Edenton,NC,36.05794,-76.60772,Edenton,4849
Elizabeth City,NC,36.2946,-76.25105,Elizabeth City,17988
Elkin,NC,36.2443,-80.8484,Elkin,4060
Evergreen,NC,34.296,-78.21778,Evergreen,420
Farmville,NC,35.59544,-77.58525,Farmville,4758
Fayetteville,NC,35.05266,-78.87836,Fayetteville,201963
Flat Rock,NC,35.27123,-82.44151,Flat Rock,3313
Garner,NC,35.71126,-78.61417,Garner,28053
Gastonia,NC,35.26208,-81.1873,Gastonia,74543
Goldsboro,NC,35.38488,-77.99277,Goldsboro,35826
Graham,NC,36.06903,-79.40058,Graham,14647
Grantsboro,NC,35.14044,-76.84244,Grantsboro,662
Greensboro,NC,36.07264,-79.79198,Greensboro,285342
Greenville,NC,35.61266,-77.36635,Greenville,90597
Hamptonville,NC,36.09847,-80.76035,Hamptonville,0
Harrisburg,NC,35.32395,-80.65784,Harrisburg,14539
Haw River,NC,36.09153,-79.36419,Haw River,2402
Hendersonville,NC,35.31873,-82.46095,Hendersonville,13814
Hertford,NC,36.19016,-76.46605,Hertford,2148
Hickory,NC,35.73319,-81.3412,Hickory,40374
High Point,NC,35.95569,-80.00532,High Point,110268
Hope Mills,NC,34.97044,-78.94531,Hope Mills,16163
Jacksonville,NC,34.75405,-77.43024,Jacksonville,67357
Jonesville,NC,36.2393,-80.84452,Jonesville,2257
Kannapolis,NC,35.48736,-80.62173,Kannapolis,46144
Kenly,NC,35.59627,-78.12416,Kenly,1450
Kernersville,NC,36.11986,-80.07365,Kernersville,23811
Kinston,NC,35.26266,-77.58164,Kinston,21337
Leland,NC,34.25628,-78.04471,Leland,17924
Lewiston Woodville,NC,36.12293,-77.17663,Lewiston Woodville,508
Lexington,NC,35.82403,-80.25338,Lexington,19326
Lillington,NC,35.39933,-78.81585,Lillington,3476
Linwood,NC,35.75069,-80.31783,Linwood,0
Lumberton,NC,34.61834,-79.01045,Lumberton,21667
Marion,NC,35.68401,-82.00927,Marion,7861
Maxton,NC,34.73516,-79.34893,Maxton,2451
Mc Leansville,NC,36.10736,-79.65864,McLeansville,1021
Mebane,NC,36.09597,-79.26696,Mebane,13698
Midland,NC,35.22737,-80.50062,Midland,3379
Mocksville,NC,35.89403,-80.56145,Mocksville,5151
Monroe,NC,34.98543,-80.54951,Monroe,34623
Morehead City,NC,34.72294,-76.72604,Morehead City,9347
Mount Airy,NC,36.4993,-80.60729,Mount Airy,10354
New Bern,NC,35.10849,-77.04411,New Bern,30070
Newport,NC,34.78655,-76.85911,Newport,4723
Newton,NC,34.23556,-77.94604,Wilmington,115933
Oak City,NC,35.96377,-77.30802,Oak City,300
Pilot Mountain,NC,36.38653,-80.4695,Pilot Mountain,1465
Pinetops,NC,35.78849,-77.63775,Pinetops,1319
Pleasant Hill,NC,35.87347,-79.48169,Pleasant Hill,1087
Plymouth,NC,35.86683,-76.74856,Plymouth,3658
Princeton,NC,35.46599,-78.16055,Princeton,1284
Raeford,NC,34.981,-79.2242,Raeford,4860
Raleigh,NC,35.7721,-78.63861,Raleigh,482295
Reidsville,NC,36.35486,-79.66447,Reidsville,14067
Rich Square,NC,36.27404,-77.28441,Rich Square,901
Richlands,NC,34.89933,-77.54663,Richlands,1689
Riegelwood,NC,34.33989,-78.22528,Riegelwood,579
Rocky Mount,NC,35.93821,-77.79053,Rocky Mount,55806
Rocky Point,NC,34.43517,-77.88776,Rocky Point,1602
Rural Hall,NC,36.24042,-80.29338,Rural Hall,3126
Saint Pauls,NC,34.80655,-78.97114,Saint Pauls,2035
Salisbury,NC,35.67097,-80.47423,Salisbury,34017
Saluda,NC,35.23623,-82.34928,Saluda,707
Sanford,NC,35.47988,-79.1803,Sanford,29144
Seaboard,NC,36.49015,-77.44136,Seaboard,587
Selma,NC,35.53655,-78.28444,Selma,6307
Shelby,NC,35.29235,-81.53565,Shelby,20189
